,Decoy,Item,Option_1,Option_2,Option_3,Choice,CatchTrials,Deliberation_RT,Choice_RT,Too_Slow,Survey_ID,CouplingCondition,PhantomCondition
19120,A,Leaf Blower,A,A_A,B,A,,10000,352.099999905,0,42234,Low coupling,Undesirable
19121,C,Smart lock,C_A,B,A,B,,10000,2552.69999981,0,42234,Low coupling,Undesirable
19122,F,Megaphone,B,C,A,A,,10000,1085.9000001,0,42234,Low coupling,Undesirable
19123,S,Odor neutralizer,B,S_A,A,A,,10000,2345.4000001,0,42234,Low coupling,Undesirable
19124,P,Paint sprayer,P_A,A,B,A,,10000,1045.89999962,0,42234,Low coupling,Undesirable
19125,F,Kitchen Scale,C,A,B,C,,10000,1953,0,42234,Low coupling,Undesirable
19126,S,Headlight bulbs,A,S_B,B,S_B,,10000,664.699999809,0,42234,Low coupling,Undesirable
19127,P,Solar panel system,B,P_A,A,B,,10000,666,0,42234,Low coupling,Undesirable
19128,C,Car vacuum,B,A,C_A,B,,10000,476.700000286,0,42234,Low coupling,Undesirable
19129,A,Car seat,A,B,A_B,A,,10000,976.299999714,0,42234,Low coupling,Undesirable
19130,C,Pesticide,C_A,A,B,A,,10000,326.5,0,42234,Low coupling,Undesirable
19131,A,Smart bulb,A_B,A,B,B,,10000,717.599999905,0,42234,Low coupling,Undesirable
19132,P,Air purifier,B,A,P_B,B,,10000,765.5,0,42234,Low coupling,Undesirable
19133,S,Baby high chair,A,S_B,B,S_B,,10000,397.400000095,0,42234,Low coupling,Undesirable
19134,F,Protein powder,B,C,A,C,,10000,312.699999809,0,42234,Low coupling,Undesirable
19135,S,Vacuum,S_B,A,B,A,,10000,3224.19999981,0,42234,Low coupling,Undesirable
19136,C,Insect repellent,A,C_B,B,B,,10000,509.599999905,0,42234,Low coupling,Undesirable
19137,F,Microwave,B,A,C,C,,10000,368.199999809,0,42234,Low coupling,Undesirable
19138,P,Baby stroller,P_A,A,B,A,,10000,326.199999809,0,42234,Low coupling,Undesirable
19139,A,Clothes Steamer,B,A,A_A,A_A,,10000,905.200000286,0,42234,Low coupling,Undesirable
19140,C,Mobility scooter,A,B,C_B,C_B,,10000,1147.70000029,0,42234,Low coupling,Undesirable
19141,A,Slow cooker,A_A,B,A,A,,10000,816.200000286,0,42234,Low coupling,Undesirable
19142,P,Wifi extender,P_A,A,B,B,,10000,478.900000095,0,42234,Low coupling,Undesirable
19143,F,Garbage disposal,B,A,C,C,,10000,4282.9000001,0,42234,Low coupling,Undesirable
19144,S,Security camera,A,B,S_A,A,,10000,1266.9000001,0,42234,Low coupling,Undesirable
19145,F,Alarm clock,C,A,B,C,,10000,394.099999905,0,42234,Low coupling,Undesirable
19146,A,Cloth diapers,A_B,A,B,B,,10000,2040.69999981,0,42234,Low coupling,Undesirable
19147,S,Pressure washer,S_B,B,A,S_B,,10000,1478.0999999,0,42234,Low coupling,Undesirable
19148,P,Dehumidifier,B,A,P_B,B,,10000,958.5,0,42234,Low coupling,Undesirable
19149,C,Baby crib,B,A,C_A,A,,10000,259.599999905,0,42234,Low coupling,Undesirable
19150,A,Rash cream,A,B,A_B,A_B,,10000,637.099999905,0,42234,Low coupling,Undesirable
19151,P,Baby stroller,A,B,P_B,B,,10000,554.699999809,0,42234,Low coupling,Undesirable
19152,F,Inflatable baby pool,B,A,C,A,,10000,436.300000191,0,42234,Low coupling,Undesirable
19153,S,Headlight bulbs,B,S_A,A,S_A,,10000,2049.29999971,0,42234,Low coupling,Undesirable
19154,C,Lawn mower,A,B,C_B,B,,10000,1785,0,42234,Low coupling,Undesirable
19155,A,Smart bulb,B,A,A_A,A,,10000,1202.5999999,0,42234,Low coupling,Undesirable
19156,C,Pesticide,B,A,C_B,B,,10000,1625.10000038,0,42234,Low coupling,Undesirable
19157,P,Wifi extender,A,B,P_B,B,,10000,294.099999905,0,42234,Low coupling,Undesirable
19158,S,Security camera,S_B,B,A,B,,10000,1557.4000001,0,42234,Low coupling,Undesirable
19159,F,Hearing aid,C,A,B,C,,10000,326.900000095,0,42234,Low coupling,Undesirable
19160,S,Night light,S_A,A,B,A,,10000,262.799999714,0,42234,Low coupling,Undesirable
19161,F,Outdoor TV antenna,A,B,C,C,,10000,3619,0,42234,Low coupling,Undesirable
19162,A,Leaf Blower,B,A_B,A,A_B,,10000,348.5,0,42234,Low coupling,Undesirable
19163,C,Baby crib,B,A,C_B,B,,10000,967.099999905,0,42234,Low coupling,Undesirable
19164,P,Paint sprayer,A,P_B,B,A,,10000,1018.10000038,0,42234,Low coupling,Undesirable
19165,F,Fire extinguisher,A,C,B,C,,10000,947.800000191,0,42234,Low coupling,Undesirable
19166,P,Dehumidifier,B,A,P_A,A,,10000,599.899999619,0,42234,Low coupling,Undesirable
19167,S,Vacuum,B,A,S_A,A,,10000,3256.80000019,0,42234,Low coupling,Undesirable
19168,C,Puree machine,A,B,C_B,B,,10000,1037.69999981,0,42234,Low coupling,Undesirable
19169,A,UV lamp,A_B,A,B,A,,10000,3235.69999981,0,42234,Low coupling,Undesirable
19170,P,Organic fertilizer,A,P_B,B,B,,10000,278.599999905,0,42234,Low coupling,Undesirable
19171,A,Car seat,A_A,B,A,A,,10000,1190.70000029,0,42234,Low coupling,Undesirable
19172,F,Microwave,C,B,A,B,,10000,1879.89999962,0,42234,Low coupling,Undesirable
19173,S,Baby high chair,S_A,B,A,B,,10000,2504.60000038,0,42234,Low coupling,Undesirable
19174,C,Smart lock,B,C_B,A,C_B,,10000,3596.4000001,0,42234,Low coupling,Undesirable
19175,P,Solar panel system,A,B,P_B,B,,10000,790.400000095,0,42234,Low coupling,Undesirable
19176,F,Protein powder,C,B,A,C,,10000,369,0,42234,Low coupling,Undesirable
19177,A,Cloth diapers,A,A_A,B,B,,10000,2157.79999971,0,42234,Low coupling,Undesirable
19178,S,Odor neutralizer,S_B,A,B,A,,10000,4070.29999971,0,42234,Low coupling,Undesirable
19179,C,Mobility scooter,A,C_A,B,C_A,,10000,3773.80000019,0,42234,Low coupling,Undesirable
19180,F,Wagon cart,A,C,B,B,,10000,993.599999905,0,42234,Low coupling,Undesirable
19181,A,Tire inflator,B,A,A_A,A,,10000,5406.4000001,1,42234,Low coupling,Undesirable
19182,C,Car vacuum,B,A,C_B,C_B,,10000,3608.10000038,0,42234,Low coupling,Undesirable
19183,P,Electric mop,B,A,P_A,A,,10000,973.300000191,0,42234,Low coupling,Undesirable
19184,S,Metal detector,B,S_B,A,S_B,,10000,2521.19999981,0,42234,Low coupling,Undesirable
19185,A,Slow cooker,A,B,A_B,B,,10000,916.5,0,42234,Low coupling,Undesirable
19186,S,Air mattress,A,B,S_B,S_B,,10000,5389.4000001,1,42234,Low coupling,Undesirable
19187,F,Alarm clock,A,C,B,C,,10000,295.900000095,0,42234,Low coupling,Undesirable
19188,C,Water heater,C_A,A,B,A,,10000,2887.5,0,42234,Low coupling,Undesirable
19189,P,Countertop blender,B,P_B,A,B,,10000,251.199999809,0,42234,Low coupling,Undesirable
19190,F,Kitchen Scale,B,C,A,C,,10000,978.700000286,0,42234,Low coupling,Undesirable
19191,S,Pressure washer,B,S_A,A,S_A,,10000,3470.5999999,0,42234,Low coupling,Undesirable
19192,A,Walker with seat,A_A,A,B,A,,10000,2517.10000038,0,42234,Low coupling,Undesirable
19193,P,Outdoor solar lights,B,P_B,A,B,,10000,2166.80000019,0,42234,Low coupling,Undesirable
19194,C,White noise machine,A,C_B,B,B,,10000,1510.5,0,42234,Low coupling,Undesirable
19195,A,Clothes Steamer,B,A_B,A,B,,10000,1059.19999981,0,42234,Low coupling,Undesirable
19196,P,Air purifier,A,B,P_A,B,,10000,5493,1,42234,Low coupling,Undesirable
19197,F,Cordless home phone,A,B,C,C,,10000,2853.80000019,0,42234,Low coupling,Undesirable
19198,S,Air Fryer Oven,B,S_A,A,A,,10000,3278.30000019,0,42234,Low coupling,Undesirable
19199,C,Insect repellent,C_A,A,B,A,,10000,1122.29999971,0,42234,Low coupling,Undesirable
19200,A,Leaf Blower,B,A_B,A,A,,10000,5913.7,1,33012,High coupling,Undesirable
19201,S,Baby high chair,S_A,B,A,S_A,,10000,3458.2,0,33012,High coupling,Undesirable
19202,P,Electric mop,B,A,P_B,B,,10000,911,0,33012,High coupling,Undesirable
19203,C,White noise machine,A,B,C_B,B,,10000,427.700000003,0,33012,High coupling,Undesirable
19204,F,Hearing aid,C,A,B,C,,10000,411.899999991,0,33012,High coupling,Undesirable
19205,C,Car vacuum,A,B,C_A,A,,10000,1728.10000001,0,33012,High coupling,Undesirable
19206,A,Tire inflator,B,A_B,A,A_B,,10000,1376.69999999,0,33012,High coupling,Undesirable
19207,F,Protein powder,B,C,A,C,,10000,1514.09999999,0,33012,High coupling,Undesirable
19208,P,Countertop blender,P_B,B,A,A,,10000,2806.5,0,33012,High coupling,Undesirable
19209,S,Pressure washer,B,S_B,A,B,,10000,466,0,33012,High coupling,Undesirable
19210,S,Night light,B,A,S_A,S_A,,10000,302.599999994,0,33012,High coupling,Undesirable
19211,A,Walker with seat,B,A_A,A,A,,10000,1886.8,0,33012,High coupling,Undesirable
19212,P,Air purifier,A,B,P_A,B,,10000,714.299999997,0,33012,High coupling,Undesirable
19213,F,Automatic pet feeder,B,C,A,C,,10000,3840.89999999,0,33012,High coupling,Undesirable
19214,C,Water heater,C_B,A,B,B,,10000,1943.40000001,0,33012,High coupling,Undesirable
19215,A,Car seat,B,A,A_A,A,,10000,2044.3,0,33012,High coupling,Undesirable
19216,P,Wifi extender,B,A,P_B,A,,10000,4293,0,33012,High coupling,Undesirable
19217,F,LED strip lights,A,C,B,C,,10000,3050.90000001,0,33012,High coupling,Undesirable
19218,S,Air mattress,A,B,S_A,A,,10000,2993.60000001,0,33012,High coupling,Undesirable
19219,C,Lawn mower,B,C_B,A,B,,10000,1006,0,33012,High coupling,Undesirable
19220,S,Odor neutralizer,S_B,A,B,B,,10000,946.599999994,0,33012,High coupling,Undesirable
19221,A,UV lamp,B,A_A,A,A,,10000,2382,0,33012,High coupling,Undesirable
19222,P,Outdoor solar lights,A,B,P_A,B,,10000,1074.8,0,33012,High coupling,Undesirable
19223,C,Mobility scooter,B,C_B,A,B,,10000,1870.7,0,33012,High coupling,Undesirable
19224,F,Kitchen Scale,A,C,B,C,,10000,2007.89999999,0,33012,High coupling,Undesirable
19225,C,Pesticide,C_A,B,A,B,,10000,56,0,33012,High coupling,Undesirable
19226,P,Solar panel system,B,A,P_A,B,,10000,398.700000003,0,33012,High coupling,Undesirable
19227,F,Garbage disposal,B,C,A,B,,10000,409.299999997,0,33012,High coupling,Undesirable
19228,A,Slow cooker,A,B,A_B,B,,10000,757.599999994,0,33012,High coupling,Undesirable
19229,S,Air Fryer Oven,S_B,B,A,A,,10000,836.200000003,0,33012,High coupling,Undesirable
19230,A,Rash cream,A_B,A,B,B,,10000,1864.8,0,33012,High coupling,Undesirable
19231,S,Vacuum,S_A,B,A,A,,10000,1429.8,0,33012,High coupling,Undesirable
19232,F,Baby rocker,C,A,B,B,,10000,1742.69999999,0,33012,High coupling,Undesirable
19233,C,Baby crib,C_A,B,A,B,,10000,675.600000009,0,33012,High coupling,Undesirable
19234,P,Paint sprayer,P_B,B,A,A,,10000,1628.60000001,0,33012,High coupling,Undesirable
19235,C,Smart lock,A,B,C_B,B,,10000,948.299999997,0,33012,High coupling,Undesirable
19236,S,Headlight bulbs,A,S_A,B,B,,10000,2653.89999999,0,33012,High coupling,Undesirable
19237,A,Cloth diapers,B,A,A_A,A,,10000,1652.89999999,0,33012,High coupling,Undesirable
19238,P,Dehumidifier,P_B,B,A,B,,10000,2146.39999999,0,33012,High coupling,Undesirable
19239,F,Microwave,C,B,A,C,,10000,550.5,0,33012,High coupling,Undesirable
19240,P,Organic fertilizer,P_B,A,B,B,,10000,2099.59999999,0,33012,High coupling,Undesirable
19241,F,Fire extinguisher,C,B,A,B,,10000,647,0,33012,High coupling,Undesirable
19242,A,Clothes Steamer,A_A,B,A,B,,10000,2915.7,0,33012,High coupling,Undesirable
19243,S,Metal detector,S_A,A,B,B,,10000,467,0,33012,High coupling,Undesirable
19244,C,Insect repellent,A,C_A,B,A,,10000,830.100000009,0,33012,High coupling,Undesirable
19245,S,Security camera,S_B,B,A,B,,10000,2182.30000001,0,33012,High coupling,Undesirable
19246,P,Baby stroller,P_B,A,B,A,,10000,328.5,0,33012,High coupling,Undesirable
19247,C,Puree machine,C_A,B,A,C_A,,10000,533.899999991,0,33012,High coupling,Undesirable
19248,A,Smart bulb,A,A_B,B,B,,10000,370.900000006,0,33012,High coupling,Undesirable
19249,F,Cordless home phone,A,C,B,C,,10000,916.600000009,0,33012,High coupling,Undesirable
19250,A,UV lamp,A_B,A,B,A_B,,10000,3080.60000001,0,33012,High coupling,Undesirable
19251,P,Countertop blender,P_A,A,B,A,,10000,318.399999991,0,33012,High coupling,Undesirable
19252,C,Mobility scooter,C_A,A,B,B,,10000,926.399999991,0,33012,High coupling,Undesirable
19253,S,Baby high chair,B,A,S_B,B,,10000,3089.5,0,33012,High coupling,Undesirable
19254,F,Inflatable baby pool,B,C,A,C,,10000,434.300000012,0,33012,High coupling,Undesirable
19255,S,Air mattress,A,B,S_B,B,,10000,2328.5,0,33012,High coupling,Undesirable
19256,F,Baby rocker,C,A,B,C,,10000,856.700000003,0,33012,High coupling,Undesirable
19257,P,Wifi extender,P_A,B,A,A,,10000,354.899999991,0,33012,High coupling,Undesirable
19258,C,Lawn mower,B,C_A,A,A,,10000,2940.39999999,0,33012,High coupling,Undesirable
19259,A,Cloth diapers,A,B,A_B,A,,10000,1747.2,0,33012,High coupling,Undesirable
19260,C,Baby crib,C_B,A,B,C_B,,10000,3299.3,0,33012,High coupling,Undesirable
19261,P,Air purifier,B,P_B,A,B,,10000,725.200000003,0,33012,High coupling,Undesirable
19262,A,Smart bulb,A_A,A,B,B,,10000,358.800000012,0,33012,High coupling,Undesirable
19263,F,Automatic pet feeder,A,B,C,C,,10000,356.299999997,0,33012,High coupling,Undesirable
19264,S,Air Fryer Oven,B,S_A,A,B,,10000,6124.2,1,33012,High coupling,Undesirable
19265,S,Pressure washer,A,S_A,B,A,,10000,86.5,0,33012,High coupling,Undesirable
19266,A,Car seat,A,B,A_B,A,,10000,3523.8,0,33012,High coupling,Undesirable
19267,P,Solar panel system,B,A,P_B,B,,10000,1844.39999999,0,33012,High coupling,Undesirable
19268,C,Insect repellent,C_B,A,B,B,,10000,674.5,0,33012,High coupling,Undesirable
19269,F,Cordless home phone,B,C,A,C,,10000,322.200000003,0,33012,High coupling,Undesirable
19270,F,Hearing aid,B,A,C,C,,10000,696.700000003,0,33012,High coupling,Undesirable
19271,P,Electric mop,P_A,A,B,A,,10000,399.5,0,33012,High coupling,Undesirable
19272,S,Vacuum,A,B,S_B,S_B,,10000,319.5,0,33012,High coupling,Undesirable
19273,C,White noise machine,C_A,B,A,A,,10000,1318.40000001,0,33012,High coupling,Undesirable
19274,A,Tire inflator,A_A,B,A,A_A,,10000,1533.8,0,33012,High coupling,Undesirable
19275,P,Organic fertilizer,P_A,A,B,B,,10000,512.699999988,0,33012,High coupling,Undesirable
19276,S,Night light,S_B,A,B,A,,10000,337.299999997,0,33012,High coupling,Undesirable
19277,A,Slow cooker,A,A_A,B,B,,10000,3558.30000001,0,33012,High coupling,Undesirable
19278,C,Water heater,A,C_A,B,C_A,,10000,5314.7,1,33012,High coupling,Undesirable
19279,F,Fire extinguisher,B,A,C,B,,10000,590.700000003,0,33012,High coupling,Undesirable
19280,C,Pesticide,A,C_B,B,B,,10000,776.299999997,0,33012,High coupling,Undesirable
19281,F,Wagon cart,B,C,A,A,,10000,3489.8,0,33012,High coupling,Undesirable
19282,A,Clothes Steamer,A_B,B,A,A,,10000,3008,0,33012,High coupling,Undesirable
19283,S,Odor neutralizer,S_A,B,A,A,,10000,3366.3,0,33012,High coupling,Undesirable
19284,P,Baby stroller,A,P_A,B,A,,10000,371.299999997,0,33012,High coupling,Undesirable
19285,P,Dehumidifier,A,P_A,B,B,,10000,1638.90000001,0,33012,High coupling,Undesirable
19286,F,Microwave,A,C,B,A,,10000,370.400000006,0,33012,High coupling,Undesirable
19287,S,Security camera,S_A,A,B,S_A,,10000,361.799999997,0,33012,High coupling,Undesirable
19288,A,Leaf Blower,B,A,A_A,A,,10000,935.599999994,0,33012,High coupling,Undesirable
19289,C,Puree machine,C_B,A,B,A,,10000,350.100000009,0,33012,High coupling,Undesirable
19290,S,Metal detector,B,S_B,A,S_B,,10000,396.700000003,0,33012,High coupling,Undesirable
19291,F,Garbage disposal,A,B,C,C,,10000,330.099999994,0,33012,High coupling,Undesirable
19292,P,Paint sprayer,A,P_A,B,B,,10000,2370.59999999,0,33012,High coupling,Undesirable
19293,A,Rash cream,B,A,A_A,B,,10000,3623,0,33012,High coupling,Undesirable
19294,C,Car vacuum,B,C_B,A,B,,10000,772.400000006,0,33012,High coupling,Undesirable
19295,F,Protein powder,A,C,B,C,,10000,365.600000009,0,33012,High coupling,Undesirable
19296,C,Smart lock,C_A,B,A,A,,10000,7445.2,1,33012,High coupling,Undesirable
19297,P,Outdoor solar lights,B,P_B,A,B,,10000,487.299999997,0,33012,High coupling,Undesirable
19298,S,Headlight bulbs,S_B,B,A,A,,10000,3230.7,0,33012,High coupling,Undesirable
19299,A,Walker with seat,A,B,A_B,A_B,,10000,389.099999994,0,33012,High coupling,Undesirable
19300,F,Inflatable baby pool,C,B,A,C,,10000,19821,1,34547,High coupling,Highly_desirable
19301,A,Clothes Steamer,A,A_B,B,B,,10000,1142,0,34547,High coupling,Highly_desirable
19302,P,Outdoor solar lights,A,P_B,B,B,,10000,1159.0,0,34547,High coupling,Highly_desirable
19303,C,Lawn mower,B,C_A,A,B,,10000,283,0,34547,High coupling,Highly_desirable
19304,S,Baby high chair,S_B,A,B,A,,10000,5041,1,34547,High coupling,Highly_desirable
19305,P,Air purifier,A,B,P_B,B,,10000,1456,0,34547,High coupling,Highly_desirable
19306,S,Air Fryer Oven,B,A,S_B,A,,10000,2100,0,34547,High coupling,Highly_desirable
19307,F,Outdoor TV antenna,C,A,B,B,,10000,159.0,0,34547,High coupling,Highly_desirable
19308,A,Leaf Blower,A_B,B,A,A,,10000,7166,1,34547,High coupling,Highly_desirable
19309,C,Smart lock,C_A,A,B,A,,10000,1520,0,34547,High coupling,Highly_desirable
19310,F,Baby rocker,C,A,B,B,,10000,6574,1,34547,High coupling,Highly_desirable
19311,P,Organic fertilizer,A,P_B,B,A,,10000,1569,0,34547,High coupling,Highly_desirable
19312,A,Smart bulb,A_B,A,B,A,,10000,1223,0,34547,High coupling,Highly_desirable
19313,C,Baby crib,B,C_B,A,A,,10000,655.0,0,34547,High coupling,Highly_desirable
19314,S,Security camera,A,S_A,B,A,,10000,6560,1,34547,High coupling,Highly_desirable
19315,F,Microwave,C,A,B,A,,10000,295,0,34547,High coupling,Highly_desirable
19316,A,Car seat,B,A,A_B,B,,10000,360.0,0,34547,High coupling,Highly_desirable
19317,S,Metal detector,A,B,S_A,S_A,,10000,2894,0,34547,High coupling,Highly_desirable
19318,C,White noise machine,B,C_A,A,C_A,,10000,1477,0,34547,High coupling,Highly_desirable
19319,P,Electric mop,P_B,B,A,A,,10000,1873,0,34547,High coupling,Highly_desirable
19320,P,Baby stroller,P_A,B,A,A,,10000,838,0,34547,High coupling,Highly_desirable
19321,S,Air mattress,A,S_B,B,A,,10000,1031,0,34547,High coupling,Highly_desirable
19322,F,Protein powder,B,C,A,A,,10000,4216,0,34547,High coupling,Highly_desirable
19323,A,Cloth diapers,A,A_A,B,A_A,,10000,863,0,34547,High coupling,Highly_desirable
19324,C,Car vacuum,A,B,C_A,C_A,,10000,17157,1,34547,High coupling,Highly_desirable
19325,A,Slow cooker,A,A_A,B,B,,10000,2001,0,34547,High coupling,Highly_desirable
19326,S,Night light,S_B,A,B,A,,10000,358,0,34547,High coupling,Highly_desirable
19327,C,Pesticide,B,C_B,A,A,,10000,742,0,34547,High coupling,Highly_desirable
19328,F,Fire extinguisher,A,B,C,B,,10000,1232,0,34547,High coupling,Highly_desirable
19329,P,Countertop blender,A,P_A,B,A,,10000,3825,0,34547,High coupling,Highly_desirable
19330,A,Rash cream,A,A_A,B,A,,10000,14499.0,1,34547,High coupling,Highly_desirable
19331,P,Wifi extender,A,B,P_B,A,,10000,1292,0,34547,High coupling,Highly_desirable
19332,F,Cordless home phone,B,C,A,B,,10000,7402,1,34547,High coupling,Highly_desirable
19333,S,Pressure washer,B,A,S_B,A,,10000,6484,1,34547,High coupling,Highly_desirable
19334,C,Insect repellent,B,C_A,A,B,,10000,375,0,34547,High coupling,Highly_desirable
19335,P,Dehumidifier,A,B,P_B,B,,10000,1701,0,34547,High coupling,Highly_desirable
19336,F,Rechargeable AA batteries,B,A,C,A,,10000,9521,1,34547,High coupling,Highly_desirable
19337,S,Headlight bulbs,A,S_B,B,S_B,,10000,1612,0,34547,High coupling,Highly_desirable
19338,A,UV lamp,A_A,A,B,A_A,,10000,793.0,0,34547,High coupling,Highly_desirable
19339,C,Mobility scooter,C_B,B,A,A,,10000,1232,0,34547,High coupling,Highly_desirable
19340,A,Tire inflator,A_B,A,B,A,,10000,18877.0,1,34547,High coupling,Highly_desirable
19341,P,Solar panel system,P_A,B,A,B,,10000,2742,0,34547,High coupling,Highly_desirable
19342,F,Megaphone,A,C,B,B,,10000,238,0,34547,High coupling,Highly_desirable
19343,S,Odor neutralizer,S_A,B,A,A,,10000,6477,1,34547,High coupling,Highly_desirable
19344,C,Puree machine,C_A,B,A,B,,10000,1831,0,34547,High coupling,Highly_desirable
19345,A,Walker with seat,A,B,A_B,A,,10000,1880,0,34547,High coupling,Highly_desirable
19346,P,Paint sprayer,B,P_B,A,A,,10000,14566.0,1,34547,High coupling,Highly_desirable
19347,C,Water heater,A,C_B,B,C_B,,10000,8401,1,34547,High coupling,Highly_desirable
19348,S,Vacuum,A,S_B,B,S_B,,10000,10679.0,1,34547,High coupling,Highly_desirable
19349,F,Pepper spray,A,C,B,C,,10000,4050,0,34547,High coupling,Highly_desirable
19350,C,Car vacuum,A,B,C_B,A,,10000,2160,0,34547,High coupling,Highly_desirable
19351,S,Night light,B,A,S_A,A,,10000,33856,1,34547,High coupling,Highly_desirable
19352,F,Megaphone,C,B,A,A,,10000,413,0,34547,High coupling,Highly_desirable
19353,A,Cloth diapers,B,A_B,A,B,,10000,16939,1,34547,High coupling,Highly_desirable
19354,P,Solar panel system,P_B,B,A,B,,10000,647,0,34547,High coupling,Highly_desirable
19355,P,Organic fertilizer,A,B,P_A,B,,10000,10135,1,34547,High coupling,Highly_desirable
19356,S,Pressure washer,A,S_A,B,B,,10000,1830,0,34547,High coupling,Highly_desirable
19357,C,Pesticide,B,C_A,A,B,,10000,3021,0,34547,High coupling,Highly_desirable
19358,F,Microwave,C,A,B,A,,10000,3303,0,34547,High coupling,Highly_desirable
19359,A,Walker with seat,B,A,A_A,A_A,,10000,5623,1,34547,High coupling,Highly_desirable
19360,F,Inflatable baby pool,B,C,A,B,,10000,13151,1,34547,High coupling,Highly_desirable
19361,A,UV lamp,A_B,B,A,B,,10000,1183,0,34547,High coupling,Highly_desirable
19362,C,White noise machine,A,C_B,B,B,,10000,4163,0,34547,High coupling,Highly_desirable
19363,S,Odor neutralizer,B,A,S_B,S_B,,10000,35103,1,34547,High coupling,Highly_desirable
19364,P,Wifi extender,A,B,P_A,A,,10000,3258,0,34547,High coupling,Highly_desirable
19365,S,Headlight bulbs,S_A,B,A,A,,10000,1998.0,0,34547,High coupling,Highly_desirable
